ano,canal_slug,cep,bu_slug,classificacao_cliente_slug,categoria_slug,subcategoria_slug,canal,filial,cliente,bu,categoria,subcategoria,classificacao_cliente,_id_$oid,meses_3_tpr_3percnt_taxa,meses_3_tpr_preco_promo,meses_3_investimento_value,meses_3_investimento_group,meses_3_investimento_percentage,meses_3_ts_total_value,meses_3_ts_total_group,meses_3_ts_total_percentage,meses_3_pfme_total_value,meses_3_pfme_total_group,meses_3_pfme_total_percentage,meses_3_rs_packfisico_value,meses_3_rs_packfisico_group,meses_3_rs_sellin_value,meses_3_rs_sellin_group,meses_3_rs_sellout_value,meses_3_rs_sellout_group,meses_3_proporcao_investimento_value,meses_3_proporcao_investimento_group,meses_3_proporcao_investimento_percentage,meses_3_ts_visibilidade_value,meses_3_ts_visibilidade_group,meses_3_ts_visibilidade_percentage,meses_3_ts_visibilidade_rubric_percentage,meses_3_ts_ecommerce_value,meses_3_ts_ecommerce_group,meses_3_ts_ecommerce_percentage,meses_3_ts_ecommerce_rubric_percentage,meses_3_ts_midiakit_value,meses_3_ts_midiakit_group,meses_3_ts_midiakit_percentage,meses_3_ts_midiakit_rubric_percentage,meses_3_volume_sellin_value,meses_3_volume_sellin_group,meses_3_volume_sellin_percentage,meses_3_volume_sellout_value,meses_3_volume_sellout_group,meses_3_volume_sellout_percentage,meses_3_valor_sellout_value,meses_3_valor_sellout_group,meses_3_valor_sellout_percentage,meses_3_ts_rebaixopreco_value,meses_3_ts_rebaixopreco_group,meses_3_ts_rebaixopreco_percentage,meses_3_ts_rebaixopreco_rubric_percentage,meses_3_valor_packfisico_value,meses_3_valor_packfisico_group,meses_3_valor_packfisico_percentage,meses_3_volume_packfisico_value,meses_3_volume_packfisico_group,meses_3_volume_packfisico_percentage,meses_3_pfme_midiakit_value,meses_3_pfme_midiakit_group,meses_3_pfme_midiakit_percentage,meses_3_pfme_midiakit_rubric_percentage,meses_3_pfme_packvirtual_value,meses_3_pfme_packvirtual_group,meses_3_pfme_packvirtual_percentage,meses_3_pfme_packvirtual_rubric_percentage,meses_3_pfme_ecommerce_value,meses_3_pfme_ecommerce_group,meses_3_pfme_ecommerce_percentage,meses_3_pfme_ecommerce_rubric_percentage,meses_3_proporcao_packfisico
2023.0,geral,45221709,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab054,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,6944.113,valor,21959.822,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.128,volume,12.95609,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,30678025,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab055,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,19042.059,valor,60217.949,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.351,volume,9.43344,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,44222034,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab056,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,27776120,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab057,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,344183.721,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,2.006,volume,13.86879,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,39027676,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab058,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,27349620,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab059,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,35332610,confectionary,demais,garoto,baton,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab05a,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,90312.411,valor,243298.911,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.418,volume,10.63017,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,40207009,confectionary,demais,garoto,bombons-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05b,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,46255217,confectionary,demais,garoto,bombons-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05c,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
2023.0,geral,37617949,confectionary,demais,garoto,bombons-garoto,geral,filial 3,VAREJO 2,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05d,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,15621.488,valor,12471.315,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.37,volume,11.23641,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0,0.0,valor,0,0,0.0,valor,0,0,0.0
