ano,canal_slug,cep,bu_slug,classificacao_cliente_slug,categoria_slug,subcategoria_slug,canal,filial,cliente,bu,categoria,subcategoria,classificacao_cliente,_id.$oid,meses.4.tpr.3percnt_taxa,meses.4.tpr.preco_promo,meses.4.INVESTIMENTO.value,meses.4.INVESTIMENTO.group,meses.4.INVESTIMENTO.percentage,meses.4.TS_TOTAL.value,meses.4.TS_TOTAL.group,meses.4.TS_TOTAL.percentage,meses.4.PFME_TOTAL.value,meses.4.PFME_TOTAL.group,meses.4.PFME_TOTAL.percentage,meses.4.RS_PACKFISICO.value,meses.4.RS_PACKFISICO.group,meses.4.RS_SELLIN.value,meses.4.RS_SELLIN.group,meses.4.RS_SELLOUT.value,meses.4.RS_SELLOUT.group,meses.4.PROPORCAO_INVESTIMENTO.value,meses.4.PROPORCAO_INVESTIMENTO.group,meses.4.PROPORCAO_INVESTIMENTO.percentage,meses.4.TS_VISIBILIDADE.value,meses.4.TS_VISIBILIDADE.group,meses.4.TS_VISIBILIDADE.percentage,meses.4.TS_VISIBILIDADE.rubric_percentage,meses.4.TS_ECOMMERCE.value,meses.4.TS_ECOMMERCE.group,meses.4.TS_ECOMMERCE.percentage,meses.4.TS_ECOMMERCE.rubric_percentage,meses.4.TS_MIDIAKIT.value,meses.4.TS_MIDIAKIT.group,meses.4.TS_MIDIAKIT.percentage,meses.4.TS_MIDIAKIT.rubric_percentage,meses.4.VOLUME_SELLIN.value,meses.4.VOLUME_SELLIN.group,meses.4.VOLUME_SELLIN.percentage,meses.4.VOLUME_SELLOUT.value,meses.4.VOLUME_SELLOUT.group,meses.4.VOLUME_SELLOUT.percentage,meses.4.VALOR_SELLOUT.value,meses.4.VALOR_SELLOUT.group,meses.4.VALOR_SELLOUT.percentage,meses.4.TS_REBAIXOPRECO.value,meses.4.TS_REBAIXOPRECO.group,meses.4.TS_REBAIXOPRECO.percentage,meses.4.TS_REBAIXOPRECO.rubric_percentage,meses.4.VALOR_PACKFISICO.value,meses.4.VALOR_PACKFISICO.group,meses.4.VALOR_PACKFISICO.percentage,meses.4.VOLUME_PACKFISICO.value,meses.4.VOLUME_PACKFISICO.group,meses.4.VOLUME_PACKFISICO.percentage,meses.4.PFME_MIDIAKIT.value,meses.4.PFME_MIDIAKIT.group,meses.4.PFME_MIDIAKIT.percentage,meses.4.PFME_MIDIAKIT.rubric_percentage,meses.4.PFME_PACKVIRTUAL.value,meses.4.PFME_PACKVIRTUAL.group,meses.4.PFME_PACKVIRTUAL.percentage,meses.4.PFME_PACKVIRTUAL.rubric_percentage,meses.4.PFME_ECOMMERCE.value,meses.4.PFME_ECOMMERCE.group,meses.4.PFME_ECOMMERCE.percentage,meses.4.PFME_ECOMMERCE.rubric_percentage,meses.4.PROPORCAO_PACKFISICO
2023.0,geral,33193871,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab053,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,2041.968,valor,5147.59,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.03,volume,2.11012,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,45221709,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab054,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,6806.561,valor,17158.632,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.1,volume,10.12344,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,30678025,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab055,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,10890.498,valor,27453.811,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.16,volume,4.30078,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,44222034,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab056,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,27776120,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab057,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,325971.568,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.9,volume,13.13493,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,39027676,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab058,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,27349620,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab059,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,35332610,confectionary,demais,garoto,baton,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab05a,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,53941.958,valor,145734.524,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.85,volume,6.3674,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,40207009,confectionary,demais,garoto,bombons-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05b,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,4509.825,valor,3376.214,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.1,volume,11.11788,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,46255217,confectionary,demais,garoto,bombons-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05c,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,10349.913,valor,9082.016,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.269,volume,11.11788,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
