ano,canal_slug,cep,bu_slug,classificacao_cliente_slug,categoria_slug,subcategoria_slug,canal,filial,cliente,bu,categoria,subcategoria,classificacao_cliente,_id.$oid,meses.8.tpr.3percnt_taxa,meses.8.tpr.preco_promo,meses.8.INVESTIMENTO.value,meses.8.INVESTIMENTO.group,meses.8.INVESTIMENTO.percentage,meses.8.TS_TOTAL.value,meses.8.TS_TOTAL.group,meses.8.TS_TOTAL.percentage,meses.8.PFME_TOTAL.value,meses.8.PFME_TOTAL.group,meses.8.PFME_TOTAL.percentage,meses.8.RS_PACKFISICO.value,meses.8.RS_PACKFISICO.group,meses.8.RS_SELLIN.value,meses.8.RS_SELLIN.group,meses.8.RS_SELLOUT.value,meses.8.RS_SELLOUT.group,meses.8.PROPORCAO_INVESTIMENTO.value,meses.8.PROPORCAO_INVESTIMENTO.group,meses.8.PROPORCAO_INVESTIMENTO.percentage,meses.8.TS_VISIBILIDADE.value,meses.8.TS_VISIBILIDADE.group,meses.8.TS_VISIBILIDADE.percentage,meses.8.TS_VISIBILIDADE.rubric_percentage,meses.8.TS_ECOMMERCE.value,meses.8.TS_ECOMMERCE.group,meses.8.TS_ECOMMERCE.percentage,meses.8.TS_ECOMMERCE.rubric_percentage,meses.8.TS_MIDIAKIT.value,meses.8.TS_MIDIAKIT.group,meses.8.TS_MIDIAKIT.percentage,meses.8.TS_MIDIAKIT.rubric_percentage,meses.8.VOLUME_SELLIN.value,meses.8.VOLUME_SELLIN.group,meses.8.VOLUME_SELLIN.percentage,meses.8.VOLUME_SELLOUT.value,meses.8.VOLUME_SELLOUT.group,meses.8.VOLUME_SELLOUT.percentage,meses.8.VALOR_SELLOUT.value,meses.8.VALOR_SELLOUT.group,meses.8.VALOR_SELLOUT.percentage,meses.8.TS_REBAIXOPRECO.value,meses.8.TS_REBAIXOPRECO.group,meses.8.TS_REBAIXOPRECO.percentage,meses.8.TS_REBAIXOPRECO.rubric_percentage,meses.8.VALOR_PACKFISICO.value,meses.8.VALOR_PACKFISICO.group,meses.8.VALOR_PACKFISICO.percentage,meses.8.VOLUME_PACKFISICO.value,meses.8.VOLUME_PACKFISICO.group,meses.8.VOLUME_PACKFISICO.percentage,meses.8.PFME_MIDIAKIT.value,meses.8.PFME_MIDIAKIT.group,meses.8.PFME_MIDIAKIT.percentage,meses.8.PFME_MIDIAKIT.rubric_percentage,meses.8.PFME_PACKVIRTUAL.value,meses.8.PFME_PACKVIRTUAL.group,meses.8.PFME_PACKVIRTUAL.percentage,meses.8.PFME_PACKVIRTUAL.rubric_percentage,meses.8.PFME_ECOMMERCE.value,meses.8.PFME_ECOMMERCE.group,meses.8.PFME_ECOMMERCE.percentage,meses.8.PFME_ECOMMERCE.rubric_percentage,meses.8.PROPORCAO_PACKFISICO
2023.0,geral,33193871,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab053,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,2392.38,valor,5146.56,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.03,volume,2.1097,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,45221709,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab054,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,6226.4,valor,17155.2,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.1,volume,10.12141,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,30678025,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab055,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,35088.24,valor,75482.88,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.44,volume,11.82477,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,44222034,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab056,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,27776120,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab057,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,171552.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.0,volume,6.91264,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,39027676,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab058,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,27349620,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab059,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,35332610,confectionary,demais,garoto,baton,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab05a,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,115993.81,valor,263332.32,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.535,volume,11.50546,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,40207009,confectionary,demais,garoto,bombons-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05b,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,4985.6,valor,3373.8,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.1,volume,11.10993,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,46255217,confectionary,demais,garoto,bombons-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05c,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,13182.076,valor,9075.522,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.269,volume,11.10993,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
