ano,canal_slug,cep,bu_slug,classificacao_cliente_slug,categoria_slug,subcategoria_slug,canal,filial,cliente,bu,categoria,subcategoria,classificacao_cliente,_id_$oid,meses_5_tpr_3percnt_taxa,meses_5_tpr_preco_promo,meses_5_investimento_value,meses_5_investimento_group,meses_5_investimento_percentage,meses_5_ts_total_value,meses_5_ts_total_group,meses_5_ts_total_percentage,meses_5_pfme_total_value,meses_5_pfme_total_group,meses_5_pfme_total_percentage,meses_5_rs_packfisico_value,meses_5_rs_packfisico_group,meses_5_rs_sellin_value,meses_5_rs_sellin_group,meses_5_rs_sellout_value,meses_5_rs_sellout_group,meses_5_proporcao_investimento_value,meses_5_proporcao_investimento_group,meses_5_proporcao_investimento_percentage,meses_5_ts_visibilidade_value,meses_5_ts_visibilidade_group,meses_5_ts_visibilidade_percentage,meses_5_ts_visibilidade_rubric_percentage,meses_5_ts_ecommerce_value,meses_5_ts_ecommerce_group,meses_5_ts_ecommerce_percentage,meses_5_ts_ecommerce_rubric_percentage,meses_5_ts_midiakit_value,meses_5_ts_midiakit_group,meses_5_ts_midiakit_percentage,meses_5_ts_midiakit_rubric_percentage,meses_5_volume_sellin_value,meses_5_volume_sellin_group,meses_5_volume_sellin_percentage,meses_5_volume_sellout_value,meses_5_volume_sellout_group,meses_5_volume_sellout_percentage,meses_5_valor_sellout_value,meses_5_valor_sellout_group,meses_5_valor_sellout_percentage,meses_5_ts_rebaixopreco_value,meses_5_ts_rebaixopreco_group,meses_5_ts_rebaixopreco_percentage,meses_5_ts_rebaixopreco_rubric_percentage,meses_5_valor_packfisico_value,meses_5_valor_packfisico_group,meses_5_valor_packfisico_percentage,meses_5_volume_packfisico_value,meses_5_volume_packfisico_group,meses_5_volume_packfisico_percentage,meses_5_pfme_midiakit_value,meses_5_pfme_midiakit_group,meses_5_pfme_midiakit_percentage,meses_5_pfme_midiakit_rubric_percentage,meses_5_pfme_packvirtual_value,meses_5_pfme_packvirtual_group,meses_5_pfme_packvirtual_percentage,meses_5_pfme_packvirtual_rubric_percentage,meses_5_pfme_ecommerce_value,meses_5_pfme_ecommerce_group,meses_5_pfme_ecommerce_percentage,meses_5_pfme_ecommerce_rubric_percentage,meses_5_proporcao_packfisico
2023.0,geral,33193871,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 8,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab053,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,1259.36,valor,3431.04,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.02,volume,1.40647,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,45221709,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 10,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab054,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,4027.1,valor,8577.6,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.05,volume,5.06071,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,30678025,confectionary,demais,garoto,baton,geral,filial 3,VAREJO 12,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab055,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,13852.96,valor,37741.44,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.22,volume,5.91238,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,44222034,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 4,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab056,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,27776120,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 9,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab057,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,291638.4,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,1.7,volume,11.75149,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,39027676,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 6,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab058,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,27349620,confectionary,demais,garoto,baton,geral,filial 4,VAREJO 11,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab059,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,valor,0.0,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,volume,0.0,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,35332610,confectionary,demais,garoto,baton,geral,filial 5,VAREJO 5,CONFECTIONARY,GAROTO,BATON,DEMAIS,63fd178606cad1a9771ab05a,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,72326.214,valor,161773.536,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.943,volume,7.06818,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,40207009,confectionary,demais,garoto,bombons-garoto,geral,filial 1,VAREJO 1,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05b,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,4572.997,valor,3380.747,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.1,volume,11.1328,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
2023.0,geral,46255217,confectionary,demais,garoto,bombons-garoto,geral,filial 2,VAREJO 3,CONFECTIONARY,GAROTO,BOMBONS GAROTO,DEMAIS,63fd178606cad1a9771ab05c,0,0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,0.0,0.0,valor,14450.244,valor,9094.209,valor,0.0,valor,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,0.27,volume,11.1328,0.0,volume,0,0.0,valor,0,0.0,valor,0.0,0.0,0.0,valor,0.0,0.0,volume,0,0.0,valor,0.0,0.0,0.0,valor,0,0.0,0.0,valor,0,0.0,0.0
